id,name,identity,align,eye,hair,alive,appearances,first_appearance,year
4117,Fel Andar (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,4,"1992, April",1992
4136,Mrs. Gradenko (New Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Living Characters,4,"1991, June",1991
4144,Carrie Donahue (New Earth),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Living Characters,4,"1990, December",1990
4148,Johanna Constantine (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,4,"1990, February",1990
4150,Morax (New Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Living Characters,4,"1990, July",1990
4154,Shalako (New Earth),Public Identity,Bad Characters,Green Eyes,Blond Hair,Deceased Characters,4,"1990, March",1990
4155,Tsunami II (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,4,"1990, May",1990
4156,Alexander Burgess (New Earth),Public Identity,Bad Characters,Brown Eyes,Red Hair,Living Characters,4,"1989, January",1989
4160,Joseph Potato (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,4,"1989, January",1989
4168,Sarah Moss (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,4,"1989, January",1989
4169,Tracker (New Earth),Public Identity,Bad Characters,Black Eyes,Brown Hair,Deceased Characters,4,"1989, September",1989
4173,Ada LaBostrie (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,4,"1988, November",1988
4175,Carrie Phillips (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,4,"1988, June",1988
4177,Death Mayhew (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,4,"1988, March",1988
4183,Incinderella (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,4,"1988, September",1988
4184,Ixion (New Earth),Public Identity,Bad Characters,Red Eyes,Green Hair,Deceased Characters,4,"1988, December",1988
4187,Keng Quan Chee (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,4,"1988, November",1988
4189,Mind Games (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,4,"1988, July",1988
4192,Shadrack Hightower (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Deceased Characters,4,"1988, March",1988
4193,Stanislaus Drozdowski (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,4,"1988, March",1988
4195,Strobe (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,4,"1988, October",1988
4201,Arnold Flass (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Deceased Characters,4,"1987, February",1987
4202,Ashok Desai (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Deceased Characters,4,"1987, October",1987
4205,Jefferson Skeevers (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,4,"1987, March",1987
4209,"Richard Flag, Sr. (New Earth)",Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,4,"1987, May",1987
4212,Van-L (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,4,"1987, December",1987
4214,Wrynn (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,4,"1987, November",1987
4216,Anne Pasquale (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,4,"1986, September",1986
4224,Richard Perignon (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,4,"1986, October",1986
4225,Amber II (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,4,"1985, March",1985
4238,Jose Ramirez (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,4,"1984, February",1984
4246,Lawrence Loman (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,4,"1983, March",1983
4247,Lord Topaz (New Earth),Public Identity,Good Characters,Yellow Eyes,White Hair,Deceased Characters,4,"1983, August",1983
4248,Lysandra (New Earth),Secret Identity,Good Characters,Orange Eyes,Red Hair,Living Characters,4,"1983, September",1983
4249,Marcia Long (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,4,"1983, February",1983
4263,Kana (Earth-One),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,4,"1981, August",1981
4265,Alvin Desmond (New Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Deceased Characters,4,"1980, July",1980
4269,Alexi Kronsky (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,4,"1978, December",1978
4270,Edward Earhart (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,4,"1978, March",1978
4288,Heggra (New Earth),Public Identity,Bad Characters,Black Eyes,Red Hair,Living Characters,4,"1972, March",1972
4296,Heller (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,4,"1969, October",1969
4302,Nicholas Hunter (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,4,"1966, April",1966
4303,Silken Spider (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,4,"1966, June",1966
4317,James Slade (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,4,"1941, February",1941
4326,Adrasteia (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Deceased Characters,3,"2011, January",2011
4327,Aleister Golden (New Earth),Public Identity,Bad Characters,Black Eyes,Blond Hair,Living Characters,3,"2011, January",2011
4328,Alexandra Gianopoulos (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,3,"2011, August",2011
4331,David Zavimbi (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,3,"2011, May",2011
4332,Galenthias (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Living Characters,3,"2011, January",2011
4341,Qurina Vint (New Earth),Public Identity,Good Characters,Green Eyes,Purple Hair,Living Characters,3,"2011, August",2011
4343,Una Nemo (New Earth),Public Identity,Bad Characters,Green Eyes,Black Hair,Living Characters,3,"2011, January",2011
4347,Alton Janus (New Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Living Characters,3,"2010, October",2010
4352,Divine (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,3,"2010, November",2010
4354,Doll Face (New Earth),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Living Characters,3,"2010, December",2010
4355,Durvella Cwion (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,3,"2010, December",2010
4366,Oracle (New Earth),Secret Identity,Good Characters,White Eyes,Blond Hair,Living Characters,3,"2010, August",2010
4368,Sac (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,3,"2010, January",2010
4372,Wolf (New Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Living Characters,3,"2010, February",2010
4378,Gabrielle Kane (New Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Deceased Characters,3,"2009, September",2009
4384,Persephone II (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,3,"2009, August",2009
4386,Ral-Dar (New Earth),Public Identity,Bad Characters,Grey Eyes,Blond Hair,Living Characters,3,"2009, September",2009
4389,Shuja (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,3,"2009, November",2009
4396,Adeline Prescott (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,3,"2008, May",2008
4402,Fairy Queen (New Earth),Secret Identity,Good Characters,Green Eyes,Blond Hair,Living Characters,3,"2008, May",2008
4403,Gwendoline Harper (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,3,"2008, December",2008
4404,Joshua Walker (New Earth),Secret Identity,Bad Characters,Green Eyes,White Hair,Living Characters,3,"2008, June",2008
4407,Miss Poltergeist (New Earth),Secret Identity,Good Characters,White Eyes,Purple Hair,Living Characters,3,"2008, May",2008
4411,Repro (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Deceased Characters,3,"2008, June",2008
4413,Sardonyxx (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Living Characters,3,"2008, May",2008
4418,Blitzkrieg (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,3,"2007, June",2007
4421,Jackanapes (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,3,"2007, July",2007
4423,Karsta Wor-Ul (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Living Characters,3,"2007, December",2007
4430,Chen Nuo (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Living Characters,3,"2006, June",2006
4432,Eliza Harmon (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,3,"2006, August",2006
4435,Goldilocks (New Earth),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Living Characters,3,"2006, June",2006
4436,Hu Wei (New Earth),Secret Identity,Bad Characters,White Eyes,White Hair,Deceased Characters,3,"2006, December",2006
4455,Jacqueline Pemberton (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Deceased Characters,3,"2005, April",2005
4468,Alexander Petrov (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Deceased Characters,3,"2003, November",2003
4479,Rajak Darkraven (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,3,"2003, February",2003
4481,Xenon (New Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Living Characters,3,"2003, February",2003
4484,Hallucinatra (New Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Living Characters,3,"2002, August",2002
4487,Snake Girl (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,3,"2002, November",2002
4493,Rampotatek (New Earth),Public Identity,Neutral Characters,Brown Eyes,Blue Hair,Living Characters,3,"2001, March",2001
4495,Theta (New Earth),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Living Characters,3,"2001, September",2001
4497,Banner (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,3,"2000, March",2000
4511,Black Zero (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,3,"1999, May",1999
4512,Camilla Malone (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,3,"1999, February",1999
4516,Frederick Fleming (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,3,"1999, April",1999
4517,Garl Rathbone (New Earth),Public Identity,Good Characters,Violet Eyes,Black Hair,Living Characters,3,"1999, February",1999
4528,Thula (New Earth),Secret Identity,Good Characters,White Eyes,Black Hair,Living Characters,3,"1999, May",1999
4533,Kal-El (DC One Million),Public Identity,Good Characters,Gold Eyes,Gold Hair,Living Characters,3,"1998, November",1998
4541,Walter Chase (New Earth),Secret Identity,Good Characters,Green Eyes,Blond Hair,Deceased Characters,3,"1998, July",1998
4548,Marlon Corbet (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,3,"1997, February",1997
4549,Marnie (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,3,"1997, August",1997
4553,Paula Holt (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,3,"1997, June",1997
4554,Professor Bibbowski (New Earth),Public Identity,Good Characters,Grey Eyes,Grey Hair,Living Characters,3,"1997, July",1997
4555,Belyllioth (New Earth),Public Identity,Bad Characters,Red Eyes,Brown Hair,Living Characters,3,"1996, June",1996
4562,Marcia Hargis (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,3,"1996, July",1996
4563,Milos Grapa (New Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Deceased Characters,3,"1996, December",1996
4564,Minerva (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,3,"1996, December",1996
4566,Pinky Butler (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,3,"1996, February",1996
4573,Bounty (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,3,"1995, August",1995
4576,Eryx (New Earth),Public Identity,Neutral Characters,Blue Eyes,Purple Hair,Living Characters,3,"1995, July",1995
4584,Russell Wolf (New Earth),Secret Identity,Good Characters,Green Eyes,Black Hair,Living Characters,3,"1995, July",1995
4586,Wilde Norton (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Living Characters,3,"1995, April",1995
4594,Chrysalis (New Earth),Secret Identity,Good Characters,White Eyes,Brown Hair,Living Characters,3,"1994, December",1994
4601,Payback (New Earth),Secret Identity,Bad Characters,Red Eyes,Green Hair,Living Characters,3,"1994, June",1994
4605,Shellshock (New Earth),Secret Identity,Bad Characters,Black Eyes,Green Hair,Living Characters,3,"1994, July",1994
4607,Split (New Earth),Secret Identity,Bad Characters,White Eyes,Blond Hair,Living Characters,3,"1994, July",1994
4611,"Adam, Sector 1055 (New Earth)",Public Identity,Good Characters,Purple Eyes,Purple Hair,Living Characters,3,"1993, June",1993
4615,Darlene Spritzer (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,3,"1993, December",1993
4617,Isabelle Modini (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,3,"1993, May",1993
4621,Kurt Stack (New Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Living Characters,3,"1993, November",1993
4633,Dean Hunter (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,3,"1992, December",1992
4654,Tooley Wilson (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,3,"1991, March",1991
4657,Alloroc (New Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Living Characters,3,"1990, March",1990
4662,Haumond (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,3,"1990, July",1990
4663,Honsu (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,3,"1990, July",1990
4664,Loma (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,3,"1990, March",1990
4665,Lorelei (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,3,"1990, July",1990
4669,Prince Kraken (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,3,"1990, July",1990
4673,Simon Petrarch (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,3,"1990, October",1990
4679,Albert Tyler (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,3,"1989, January",1989
4683,Delia Ryan (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,3,"1989, May",1989
4685,Ernesto Lopez (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,3,1989,1989
4690,Lurgo (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,3,"1989, February",1989
4693,Roger Richter (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,3,"1989, January",1989
4696,Elizabeth Joyce (New Earth),Public Identity,Neutral Characters,Brown Eyes,Red Hair,Living Characters,3,"1988, June",1988
4698,Force (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,3,"1988, June",1988
4702,Jeannie Kerr (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,3,1988,1988
4703,Kevin Mayer (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,3,1988,1988
4704,Lawrence Eden (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,3,"1988, June",1988
4710,Amber (New Earth),Secret Identity,Good Characters,Gold Eyes,Red Hair,Living Characters,3,"1987, December",1987
4711,Broderick (New Earth),Public Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,3,"1987, March",1987
4712,Donal (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,3,"1987, November",1987
4713,Eos (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,3,"1987, November",1987
4720,Vara (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,3,"1987, December",1987
4722,Zebra-Man II (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,3,"1987, July",1987
4731,Blackjack McCullough (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,3,"1985, September",1985
4733,Nacht (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,3,"1985, April",1985
4739,Joel Cochin (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,3,"1984, March",1984
4744,Stratos (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,3,"1984, November",1984
4746,Avir (New Earth),Public Identity,Good Characters,Black Eyes,White Hair,Deceased Characters,3,"1983, April",1983
4747,Brin (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Deceased Characters,3,"1983, August",1983
4753,Taren (New Earth),Public Identity,Good Characters,Red Eyes,Red Hair,Deceased Characters,3,"1983, September",1983
4758,Renard Traquer (Earth-One),Public Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,3,"1982, January",1982
4778,Liza Warner (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,3,"1975, July",1975
4792,Byron Williams (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,3,"1967, June",1967
4796,Gilbert Jeffries (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,3,"1967, June",1967
4797,Philip Folger (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,3,"1967, June",1967
4798,Cernunnos (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,3,"1966, November",1966
4799,Ding-Dong Daddy (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,3,"1966, June",1966
4802,Shaggy Man II (New Earth),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Living Characters,3,"1966, June",1966
4805,Frederick Storm (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,3,"1964, December",1964
4810,Bulldozer Nichols (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,3,"1960, June",1960
4811,Brave Bow (New Earth),Public Identity,Good Characters,Brown Eyes,Grey Hair,Living Characters,3,"1959, July",1959
4820,Brane (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,3,"1944, December",1944
4821,Richard (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,3,"1944, December",1944
4831,Anton Schott (New Earth),Public Identity,Bad Characters,Brown Eyes,Red Hair,Living Characters,2,"2011, January",2011
4832,Bixby Rhodes (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,2,"2011, June",2011
4836,Enyo (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,2,"2011, January",2011
4843,Maggie Mxyzptlk (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Living Characters,2,"2011, February",2011
4855,Alera (New Earth),Public Identity,Good Characters,Green Eyes,White Hair,Living Characters,2,"2010, October",2010
4856,Benjamin Vitale (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,2,"2010, September",2010
4872,Evan Gibson (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,2,"2010, August",2010
4880,Lotta (New Earth),Public Identity,Good Characters,Green Eyes,Purple Hair,Living Characters,2,"2010, October",2010
4887,Phil (New Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Living Characters,2,"2010, October",2010
4891,Sebastian Rothschild (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,2,"2010, April",2010
4909,Catherine Hamilton (New Earth),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Living Characters,2,"2009, October",2009
4925,Lyle Blanco (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,2,"2009, October",2009
4936,Todd Rice (Some Years Later),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,2,"2009, February",2009
4937,Akhlut (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Deceased Characters,2,"2008, August",2008
4943,Empathy (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,2,"2008, March",2008
4951,Sabine Roth (New Earth),Secret Identity,Good Characters,Brown Eyes,Grey Hair,Living Characters,2,"2008, February",2008
4958,Bizarro Doomsday (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,2,"2007, November",2007
4963,Dev-Em (New Earth),Public Identity,Bad Characters,Green Eyes,Purple Hair,Living Characters,2,"2007, August",2007
4967,Ken Thurston (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,2,"2007, January",2007
4969,Macro (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,2,"2007, September",2007
4974,Mircea (New Earth),Secret Identity,Bad Characters,White Eyes,Black Hair,Living Characters,2,"2007, April",2007
4976,Trey Thompson (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,2,"2007, February",2007
4977,Uriah (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,2,"2007, February",2007
4990,Jon Standing Bear (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,2,"2006, October",2006
4996,Qanda (New Earth),Public Identity,Good Characters,Green Eyes,Orange Hair,Living Characters,2,"2006, November",2006
4998,Robert Castell (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,2,"2006, June",2006
5002,Thormon Tox (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,2,"2006, December",2006
5007,All-Beard (New Earth),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Deceased Characters,2,"2005, May",2005
5010,Charity Bleak (New Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Living Characters,2,"2005, June",2005
5011,Charliehorse (New Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Living Characters,2,"2005, November",2005
5020,Helen Helligan (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,2,"2005, August",2005
5022,Hollywood (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Living Characters,2,"2005, November",2005
5023,Horigal (New Earth),Public Identity,Bad Characters,Yellow Eyes,Black Hair,Living Characters,2,"2005, June",2005
5026,Millions (New Earth),Secret Identity,Good Characters,Black Eyes,White Hair,Living Characters,2,"2005, November",2005
5031,Shelly Gaynor (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,2,"2005, April",2005
5032,Strato (New Earth),Secret Identity,Neutral Characters,Black Eyes,Grey Hair,Living Characters,2,"2005, July",2005
5033,Submissionary Judah (New Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Deceased Characters,2,"2005, June",2005
5035,William Beezer (New Earth),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Living Characters,2,"2005, October",2005
5042,Casey Krinsky (New Earth),Public Identity,Bad Characters,Hazel Eyes,Blond Hair,Living Characters,2,"2004, October",2004
5045,Henry Kucharski (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,2,"2004, December",2004
5056,Zaladin (New Earth),Secret Identity,Bad Characters,White Eyes,Black Hair,Living Characters,2,"2003, July",2003
5057,Antiphon (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,2,"2002, September",2002
5064,Madame X (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Living Characters,2,"2002, January",2002
5069,Tolteca (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,2,"2002, September",2002
5073,General Good (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,2,"2001, July",2001
5075,Kru-El (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Deceased Characters,2,"2001, April",2001
5076,Matatoa (New Earth),Secret Identity,Bad Characters,Black Eyes,Blond Hair,Living Characters,2,"2001, June",2001
5077,Matches Malone (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,2,"2001, April",2001
5080,Aruna Shende (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,2,"2000, August",2000
5083,Cachiru (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,2,"2000, September",2000
5087,Dolores Pratchet (New Earth),Public Identity,Bad Characters,Red Eyes,Red Hair,Living Characters,2,"2000, January",2000
5094,Acolyte (New Earth),Secret Identity,Bad Characters,Red Eyes,Blue Hair,Living Characters,2,"1999, June",1999
5096,Anya Savenlovich (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Living Characters,2,"1999, February",1999
5098,Bette Noir (New Earth),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Living Characters,2,"1999, February",1999
5100,Dante (New Earth),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Living Characters,2,"1999, September",1999
5102,Ebenezer Biggs (New Earth),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Living Characters,2,"1999, January",1999
5107,Hammeroon (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,2,"1999, February",1999
5108,Hanuman (New Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Living Characters,2,"1999, October",1999
5112,Lucia Viti (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,2,"1999, December",1999
5115,Packrat (New Earth),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Living Characters,2,"1999, January",1999
5124,Wardell Washington (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,2,"1999, October",1999
5137,Bernell Jones (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,2,"1997, August",1997
5140,Cynthia Brand (New Earth),Public Identity,Bad Characters,Green Eyes,Red Hair,Living Characters,2,"1997, February",1997
5152,Marlon Dall (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,2,"1997, September",1997
5153,Orunmilla (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,2,"1997, October",1997
5154,Rhombus (New Earth),Public Identity,Bad Characters,Black Eyes,White Hair,Living Characters,2,"1997, November",1997
5158,Bang Bang (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,2,"1996, July",1996
5162,Death-Doll (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,2,"1996, October",1996
5163,Eva Green (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,2,"1996, November",1996
5166,Holly Green (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,2,"1996, November",1996
5171,Patty Patty (New Earth),Secret Identity,Bad Characters,Black Eyes,Blond Hair,Living Characters,2,"1996, July",1996
5178,Warhammer (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,2,"1996, October",1996
5184,Fauna Faust (New Earth),Secret Identity,Bad Characters,Black Eyes,White Hair,Deceased Characters,2,"1995, March",1995
5185,George Tweedle (New Earth),Public Identity,Bad Characters,Yellow Eyes,Black Hair,Living Characters,2,"1995, March",1995
5187,James Craddock II (New Earth),Public Identity,Neutral Characters,Blue Eyes,White Hair,Living Characters,2,"1995, June",1995
